Name,Symbol,Market,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,code,url,매출액증가율_list,매출액증가율_score,영업이익증가율_list,영업이익증가율_score,영업이익률_list,영업이익률_score,ROE_list,ROE_score,부채비율_list,부채비율_score,total_score,total_price,total_price_group,PER,PER_list,PBR,PBR_list,score_drop
엔텔스,069410,KOSDAQ,소프트웨어 개발 및 공급업,운용지원솔루션,2007-06-20,12월,최영래,http://www.ntels.com,서울특별시,069410,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=069410,"39.48,2.93,89.99,-55.2,-1.98",-13,"-81.71,121.35,1255.62,-114.71,-145.68",-15,"-12.84,2.66,19.0,-6.24,-15.64",-1,"6.07,7.86,8.18,6.07,6.34",15,"21.37,20.03,27.79,12.74,15.65",-15,-29,55800000000,GR3,17.54,"42.06,27.39,26.37,30.98,17.54",1.06,"42.06,27.39,26.37,30.98,17.54,2.43,2.03,2.03,1.79,1.06",False
엔피디,198080,KOSDAQ,전자부품 제조업,스마트폰 OLED용 FPCA,2020-03-16,12월,강명구,http://www.newportdisplay.co.kr,경기도,198080,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=198080,"20.03,4.5,22.34,-2.89,-0.46",-13,"329.41,-92.09,923.93,-62.11,-170.08",-21,"5.1,0.39,3.23,1.26,-0.89",10,"-2.61,-2.21,4.3,1.89,0.77",3,"126.2,155.27,140.54,152.53,137.77",8,-13,51200000000,GR3,72.58,"-39.0,-39.94,19.14,39.44,72.58",0.54,"-39.0,-39.94,19.14,39.44,72.58,1.04,0.89,0.78,0.72,0.54",False
엔피케이,048830,KOSDAQ,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱물질 제조업,2000-10-12,12월,"최상건, 최윤혁 각자 대표",http://www.npk.co.kr,경상북도,048830,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=048830,"2.48,-15.83,6.32,20.68,-1.07",-5,"86.27,-98.67,2826.16,109.65,-36.56",3,"6.99,0.11,3.04,5.28,3.38",15,"5.29,3.5,4.88,7.45,6.14",15,"85.2,75.67,76.16,80.2,70.47",-15,13,38300000000,GR3,13.86,"21.52,28.90,20.65,12.96,13.86",0.8,"21.52,28.90,20.65,12.96,13.86,1.11,0.99,0.96,0.91,0.8",False
엘디티,096870,KOSDAQ,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC",2008-05-02,12월,정재천,,충청남도,096870,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=096870,"-0.43,-22.87,30.54,-0.12,-3.37",-27,"-22.68,-6.72,17.1,-37.6,45.05",0,"13.15,15.9,14.27,8.91,13.38",11,"23.3,22.66,18.06,15.1,15.9",8,"15.4,15.41,11.95,12.46,14.77",-15,-23,25400000000,GR3,10.95,"14.16,11.62,15.03,16.65,10.95",1.61,"14.16,11.62,15.03,16.65,10.95,2.95,2.37,2.49,2.34,1.61",False
엘브이엠씨홀딩스,900140,KOSPI,자동차 판매업,지주회사,2010-11-30,12월,"오세영, 노성석, 김선발 (각자 대표이사)",http://www.lvmcholdings.net,케이맨 제도,900140,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=900140,"-27.1,-8.13,52.08,27.41,-29.38",-3,"-654.41,-33.29,68.06,136.95,50.23",27,"-16.58,-24.05,-5.05,1.47,3.12",0,"-6.76,-7.13,-4.43,-3.69,-2.9",-15,"54.4,57.92,52.86,50.29,51.3",-15,-6,295800000000,GR2,-22.7,"-11.81,-10.79,-20.1,-23.1,-22.7",0.63,"-11.81,-10.79,-20.1,-23.1,-22.7,0.89,0.75,0.85,0.79,0.63",False
엘비세미콘,061970,KOSDAQ,반도체 제조업,"골드범핑, 솔더범핑 등",2011-01-31,12월,김남석,http://www.lbsemicon.com,경기도,061970,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=061970,"6.77,6.43,1.46,1.07,8.94",15,"16.54,33.16,-71.67,262.5,16.96",21,"10.2,12.76,3.56,12.77,13.71",11,"20.56,21.68,16.16,16.54,15.58",8,"106.94,103.52,108.77,116.66,108.36",10,65,394000000000,GR2,10.12,"15.47,12.72,17.97,15.41,10.12",1.47,"15.47,12.72,17.97,15.41,10.12,2.74,2.38,2.56,2.24,1.47",False
엘앤씨바이오,290650,KOSDAQ,의약품 제조업,"인체조직(피부, 뼈, 연골)",2018-11-01,12월,이환철,http://www.lncbio.co.kr,경기도,290650,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=290650,"11.67,11.69,12.79,-18.34,19.5",10,"85.54,-13.15,34.9,-52.92,8.98",-1,"34.42,26.76,32.01,18.45,16.83",7,"18.0,17.39,19.34,18.23,15.08",10,"10.69,16.2,15.16,20.64,79.69",-15,11,581800000000,GR1,56.12,"65.84,74.34,59.2,63.99,56.12",7.47,"65.84,74.34,59.2,63.99,56.12,10.53,11.31,9.77,9.94,7.47",False
엘오티베큠,083310,KOSDAQ,특수 목적용 기계 제조업,반도체제조용진공펌프,2005-10-05,12월,오흥식,http://www.lotvacuum.com,경기도,083310,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=083310,"7.12,-34.11,12.43,30.08,12.2",23,"-21.19,-38.88,-67.63,194.0,24.31",9,"11.0,10.2,2.94,6.64,7.36",13,"4.61,8.91,11.48,7.97,8.32",14,"26.64,30.69,36.43,48.53,50.12",-15,44,206500000000,GR2,12.41,"35.15,15.7,14.94,18.31,12.41",0.94,"35.15,15.7,14.94,18.31,12.41,1.48,1.2,1.5,1.3,0.94",False
엘컴텍,037950,KOSDAQ,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL",2000-08-24,12월,김충섭,http://www.elcomtec.co.kr,경기도,037950,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=037950,"17.13,14.12,3.53,-16.78,-15.31",-18,"347.19,558.85,139.31,-28.9,-38.48",-9,"1.56,8.99,20.79,17.76,12.9",11,"-8.22,-2.78,6.58,9.07,8.63",3,"20.42,15.64,14.48,15.68,16.63",-15,-28,94500000000,GR3,17.57,"-25.14,-63.53,26.63,21.83,17.57",1.45,"-25.14,-63.53,26.63,21.83,17.57,2.15,1.79,1.69,1.89,1.45",False
엠게임,058630,KOSDAQ,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",2008-12-19,12월,권이형,http://www.mgamecorp.com,서울특별시,058630,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=058630,"-6.34,15.76,28.24,-13.53,-12.46",-17,"2.81,87.49,-2.15,-10.23,-26.62",-29,"27.35,44.3,33.8,35.1,29.42",5,"22.97,29.12,35.74,32.54,29.0",5,"20.51,18.29,15.9,14.22,12.8",-15,-51,136400000000,GR3,6.99,"15.75,11.09,11.12,9.18,6.99",1.7,"15.75,11.09,11.12,9.18,6.99,3.15,2.76,3.24,2.47,1.7",False
엠브레인,169330,KOSDAQ,시장조사 및 여론조사업,온라인 및 오프라인 리서치,2020-07-01,06월,최인수,http://embrain.com/,서울특별시,169330,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=169330,"-56.39,6.36,19.67,99.69,-49.21",2,"-97.25,586.28,28.65,343.06,-88.86",9,"1.6,10.36,11.13,24.71,5.42",11,"19.87,20.22,23.77,21.68,22.73",6,"38.98,45.94,64.28,54.55,44.21",-15,13,60300000000,GR3,12.69,"20.16,16.33,14.72,13.44,12.69",2.69,"20.16,16.33,14.72,13.44,12.69,3.2,3.1,3.27,2.73,2.69",False
엠씨넥스,097520,KOSPI,영상 및 음향기기 제조업,"모바일 카메라모듈,전장 카메라모듈,블랙박스,IP 카메라",2021-07-06,12월,민동욱,http://www.mcnex.co.kr,서울특별시,097520,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=097520,"-25.98,29.57,31.07,-5.91,-6.91",-15,"-115.86,1154.55,68.85,-68.31,5.47",5,"-0.38,3.06,3.94,1.33,1.5",10,"11.36,7.04,14.32,12.67,17.18",11,"70.72,83.54,75.78,124.77,81.56",-10,1,648900000000,GR0,11.3,"29.9,37.95,26.06,22.24,11.3",1.75,"29.9,37.95,26.06,22.24,11.3,3.23,2.57,3.43,2.61,1.75",False
엠아이텍,179290,KOSDAQ,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기,2018-11-29,12월,박진형,http://www.mitech.co.kr,경기도,179290,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=179290,"16.59,-8.84,37.04,-33.74,40.18",8,"47.48,-15.98,33.43,-38.86,80.08",9,"29.02,26.75,26.05,24.03,30.87",5,"15.29,18.12,20.38,21.49,22.71",7,"21.09,20.33,21.25,21.87,14.01",-15,14,390500000000,GR2,21.22,"19.41,15.22,13.8,19.99,21.22",4.38,"19.41,15.22,13.8,19.99,21.22,2.76,2.57,2.6,3.92,4.38",False
엠에스씨,009780,KOSDAQ,기타 식품 제조업,식품첨가물,1993-10-12,12월,"김길제, 김호석",http://www.msckorea.com,경상남도,009780,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=009780,"11.87,-4.21,11.52,-0.5,11.62",0,"89.12,-28.37,10.69,-1.33,29.66",6,"16.94,12.67,12.57,12.47,14.48",10,"12.1,13.44,14.22,15.08,13.86",10,"59.04,56.86,59.66,55.25,56.34",-15,11,101700000000,GR3,6.19,"8.91,8.07,6.78,7.31,6.19",0.8,"8.91,8.07,6.78,7.31,6.19,1.01,1.02,0.9,1.03,0.8",False
엠케이전자,033160,KOSDAQ,전자부품 제조업,반도체용세금선,1997-11-10,12월,이진,http://www.mke.co.kr,경기도,033160,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=033160,"11.04,-2.7,6.17,-2.63,11.89",-3,"85.42,14.88,-83.82,192.94,45.37",25,"15.4,18.18,2.77,8.34,10.83",12,"11.48,11.89,8.89,8.67,4.85",13,"113.49,109.68,112.93,123.99,114.91",10,57,285600000000,GR2,12.39,"8.97,10.86,12.1,11.51,12.39",0.55,"8.97,10.86,12.1,11.51,12.39,0.92,1.13,0.97,0.9,0.55",False
연우,115960,KOSDAQ,플라스틱제품 제조업,화장품 용기,2015-11-02,12월,기중현,http://www.yonwookorea.com,인천광역시,115960,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=115960,"8.5,-11.36,3.45,-4.49,-9.1",-29,"54.31,-35.75,12.17,-59.59,30.71",6,"12.89,9.34,10.13,4.29,6.16",13,"8.35,10.49,11.4,9.95,7.55",13,"27.68,24.39,22.95,22.78,20.52",-15,-12,207000000000,GR2,11.87,"18.85,12.84,10.22,14.04,11.87",0.87,"18.85,12.84,10.22,14.04,11.87,1.52,1.29,1.1,1.33,0.87",False
영보화학,014440,KOSPI,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",1997-08-27,12월,이영식,http://www.youngbo.com,충청북도,014440,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=014440,"-3.26,-7.81,12.6,-9.23,3.9",-10,"84.72,-46.8,233.14,-46.3,-66.79",-21,"6.16,3.56,10.52,6.22,1.99",14,"2.91,2.67,2.31,3.11,3.14",15,"15.97,15.44,15.9,13.94,12.0",-15,-17,81600000000,GR3,14.86,"25.68,22.23,25.27,20.63,14.86",0.44,"25.68,22.23,25.27,20.63,14.86,0.72,0.57,0.56,0.61,0.44",False
영원무역,111770,KOSPI,상품 종합 도매업,스포츠의류,2009-07-30,12월,성기학,,서울특별시,111770,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=111770,"19.27,17.35,-5.5,1.98,23.39",16,"41.88,33.66,-12.09,18.29,42.69",23,"15.49,17.64,16.41,19.03,22.01",9,"9.72,11.1,14.71,16.71,20.46",10,"50.64,43.45,45.74,51.23,52.78",-15,43,1918600000000,GR0,3.73,"10.5,8.49,6.49,6.07,3.73",0.67,"10.5,8.49,6.49,6.07,3.73,0.99,0.89,0.86,0.92,0.67",False
영원무역홀딩스,009970,KOSPI,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,성래은,,서울특별시,009970,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=009970,"16.86,14.18,14.81,-9.71,17.7",10,"24.87,35.47,28.45,-10.8,26.78",21,"15.49,18.38,20.57,20.32,21.88",7,"9.3,10.81,14.72,16.38,19.39",11,"40.05,34.49,37.1,42.12,42.21",-15,34,709000000000,GR0,2.02,"5.0,3.94,2.89,2.9,2.02",0.3,"5.0,3.94,2.89,2.9,2.02,0.39,0.35,0.33,0.37,0.3",False
영풍,000670,KOSPI,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12,12월,"박영민, 배상윤",http://www.ypzinc.co.kr,서울특별시,000670,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=000670,"-3.66,20.45,2.74,7.04,0.06",15,"-12.35,-597.77,83.06,917.37,56.29",27,"0.91,-3.76,-0.62,4.74,7.4",5,"4.54,3.48,3.66,3.81,5.07",15,"33.26,38.74,41.48,43.52,44.18",-15,47,1271000000000,GR0,5.39,"7.77,10.36,9.72,9.7,5.39",0.25,"7.77,10.36,9.72,9.7,5.39,0.32,0.33,0.33,0.34,0.25",False
영풍정밀,036560,KOSDAQ,일반 목적용 기계 제조업,"펌프, 밸브, 주물",1999-12-28,12월,"최창규, 이한성(각자대표)",http://www.yppc.co.kr,서울특별시,036560,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=036560,"7.82,12.17,44.87,-34.02,17.96",12,"124.09,-15.38,4.46,-50.49,207.55",3,"15.95,12.03,8.67,6.51,16.97",12,"4.05,3.65,3.91,4.1,4.5",15,"16.09,16.95,18.28,18.93,16.9",-15,27,174000000000,GR3,9.81,"16.1,15.21,12.14,11.66,9.81",0.43,"16.1,15.21,12.14,11.66,9.81,0.61,0.51,0.45,0.44,0.43",False
영풍제지,006740,KOSPI,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,이관형,http://www.yp21.co.kr,경기도,006740,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=006740,"5.61,-5.96,9.71,-11.25,1.17",-9,"-20.47,-90.25,501.09,27.05,31.5",27,"8.95,0.93,5.08,7.27,9.46",15,"6.25,5.59,4.92,3.93,3.77",15,"59.88,59.04,58.74,52.44,50.99",-15,33,170400000000,GR3,32.47,"21.12,20.83,26.48,46.31,32.47",0.95,"21.12,20.83,26.48,46.31,32.47,1.02,0.9,1.01,1.42,0.95",False
영화테크,265560,KOSDAQ,자동차 신품 부품 제조업,자동차 정션박스 등,2017-10-26,12월,엄준형,http://www.yhtec.com,충청남도,265560,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=265560,"36.65,-14.13,23.3,-25.27,23.44",9,"648.45,-60.95,439.6,-106.5,800.19",9,"6.29,2.86,12.51,-1.09,6.17",9,"3.69,5.08,4.97,5.04,4.78",15,"24.88,23.15,22.65,25.46,41.59",-15,27,151800000000,GR3,50.42,"83.77,91.49,76.4,74.43,50.42",2.31,"83.77,91.49,76.4,74.43,50.42,2.91,4.54,3.71,3.66,2.31",False
예선테크,250930,KOSDAQ,플라스틱제품 제조업,기업인수합병,2016-09-29,12월,전춘섭,,경기도,250930,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=250930,"0.08,-1.05,0.53,-7.76,-6.87",-29,"-50.56,-233.28,-1328.47,20.84,-32.76",-21,"0.56,-0.75,-10.72,-9.2,-13.11",-5,"6.57,-0.89,6.27,-2.54,-7.42",-3,"87.06,81.92,82.54,89.4,88.19",-15,-73,43200000000,GR3,-14.87,"37.68,-207.49,28.13,-62.8,-14.87",1.1,"37.68,-207.49,28.13,-62.8,-14.87,2.43,1.84,1.67,1.57,1.1",False
예스24,053280,KOSDAQ,무점포 소매업,"도서,음반/DVD,화장품",2008-05-07,12월,김석환,,서울특별시,053280,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=053280,"-23.33,14.77,0.27,10.99,-13.52",-3,"-81.23,169.06,-8.57,130.9,-59.09",-9,"0.77,1.81,1.65,3.44,1.63",15,"14.74,11.56,7.48,6.74,0.96",13,"82.86,64.7,76.4,81.29,95.85",-15,1,158500000000,GR3,70.61,"14.5,10.52,11.66,13.31,70.61",0.75,"14.5,10.52,11.66,13.31,70.61,1.32,0.7,0.65,0.7,0.75",False
오가닉티코스메틱,900300,KOSDAQ,기타 금융업,"유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)",2016-11-04,12월,채정망,,홍콩,900300,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=900300,"9.41,26.65,-77.94,104.05,18.41",20,"116.6,-197.35,178.18,-296.39,56.84",9,"17.18,-13.2,46.79,-45.03,-16.42",-3,"4.79,-0.93,2.19,-4.48,-8.12",-3,"17.14,28.43,11.62,11.78,11.0",-15,8,39400000000,GR3,-1.39,"4.42,-17.06,6.86,-2.31,-1.39",0.12,"4.42,-17.06,6.86,-2.31,-1.39,0.23,0.19,0.18,0.12,0.12",False
오공,045060,KOSDAQ,기타 화학제품 제조업,"접착제,씰란트,광택제,연마제",2000-08-10,12월,김윤정,http://www.okong.com,인천광역시,045060,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=045060,"-0.9,-4.86,21.36,-8.55,-1.23",-27,"-34.86,-20.66,167.82,-47.79,24.47",3,"4.16,3.47,7.66,4.37,5.51",15,"10.85,10.01,10.2,9.27,8.92",12,"43.17,41.16,40.95,38.7,38.62",-15,-12,61100000000,GR3,7.23,"9.58,8.54,7.82,8.42,7.23",0.62,"9.58,8.54,7.82,8.42,7.23,0.99,0.81,0.76,0.75,0.62",False
오디텍,080520,KOSDAQ,반도체 제조업,"광반도체, 소자 및 모듈",2007-10-08,12월,박병근,http://www.od-tech.com,전라북도,080520,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=080520,"3.4,5.9,-11.14,-1.63,-5.91",-33,"-25.23,-11.26,6.44,-38.88,-133.02",-33,"8.37,7.02,8.4,5.22,-1.83",10,"6.98,8.79,3.3,1.82,0.4",15,"10.15,10.92,13.82,14.36,13.57",-15,-56,60800000000,GR3,124.65,"11.3,7.64,18.77,39.02,124.65",0.46,"11.3,7.64,18.77,39.02,124.65,0.71,0.6,0.56,0.65,0.46",False
오뚜기,007310,KOSPI,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,"함영준, 황성만",http://www.ottogi.co.kr,경기도,007310,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=007310,"-0.38,5.69,-2.05,7.24,6.3",-1,"-27.96,46.54,-48.72,117.19,-19.21",-9,"5.41,7.5,3.93,7.95,6.04",15,"6.3,7.71,8.91,9.87,9.9",15,"78.92,75.7,69.38,67.23,68.9",-15,5,1742300000000,GR0,10.41,"22.75,16.33,12.94,11.24,10.41",0.91,"22.75,16.33,12.94,11.24,10.41,1.28,1.13,1.03,0.99,0.91",False
오로라,039830,KOSDAQ,전문디자인업,"캐릭터디자인,캐릭터완구 등",2001-01-03,12월,"각자대표 홍기선, 각자대표 노재연",http://www.auroraworld.com,서울특별시,039830,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=039830,"16.77,18.16,2.23,10.16,4.62",22,"-15.34,-28.98,-147.32,450.48,14.66",4,"9.9,5.95,-2.75,8.76,9.6",10,"13.18,12.08,8.18,11.05,7.71",12,"194.38,189.31,205.57,195.56,212.41",5,53,88700000000,GR3,8.8,"8.11,7.77,10.98,8.67,8.8",0.61,"8.11,7.77,10.98,8.67,8.8,0.97,0.84,0.81,0.86,0.61",False
오리엔탈정공,014940,KOSDAQ,일반 목적용 기계 제조업,선박용 기계제품(크레인 등),2001-12-26,12월,박세철,http://www.opco.co.kr,부산광역시,014940,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=014940,"-16.17,-11.68,14.62,12.73,11.46",15,"-45.93,-41.68,-119.47,645.66,256.54",9,"7.77,5.13,-0.87,4.22,13.51",9,"41.9,32.84,6.73,5.27,10.49",10,"168.58,169.27,148.13,142.78,128.69",8,51,154900000000,GR3,17.71,"10.81,10.56,36.74,44.86,17.71",1.65,"10.81,10.56,36.74,44.86,17.71,3.76,3.0,2.22,2.15,1.65",False
오리온,271560,KOSPI,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,이승준,http://www.orionworld.com,서울특별시,271560,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=271560,"-16.66,24.62,0.19,4.26,-3.95",-5,"-45.98,107.34,-10.88,6.73,-17.38",-17,"10.97,18.26,16.24,16.62,14.3",10,"12.93,12.05,12.75,12.53,13.14",10,"34.64,35.51,36.11,32.93,28.7",-15,-17,3886400000000,GR0,14.07,"19.44,19.54,15.88,13.35,14.07",1.66,"19.44,19.54,15.88,13.35,14.07,2.38,2.19,1.85,1.54,1.66",False
오리온홀딩스,001800,KOSPI,기타 금융업,자회사 관리 지주사업 등,1975-06-27,12월,허인철,http://www.oriongroup.co.kr,서울특별시,001800,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=001800,"-16.85,29.21,-0.3,1.64,-4.15",-17,"-54.71,167.08,-16.65,6.04,-22.07",-17,"7.71,15.95,13.33,13.91,11.31",11,"3.37,3.88,4.23,4.44,4.81",15,"26.82,27.73,28.18,27.08,23.59",-15,-23,908300000000,GR0,9.37,"16.04,13.27,11.62,9.85,9.37",0.42,"16.04,13.27,11.62,9.85,9.37,0.51,0.48,0.46,0.41,0.42",False
오리콤,010470,KOSDAQ,광고업,광고대행,2000-10-24,12월,"고영섭, 김성대(각자 대표이사)",http://www.oricom.co.kr,서울특별시,010470,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=010470,"31.83,-13.03,46.0,-21.64,22.62",9,"1616.65,-53.52,25.36,102.68,83.6",33,"7.76,4.15,3.56,9.21,13.79",14,"7.21,7.97,6.86,7.92,10.62",14,"120.43,107.22,117.48,104.53,117.1",10,80,81700000000,GR3,7.31,"21.62,14.48,12.44,13.86,7.31",0.68,"21.62,14.48,12.44,13.86,7.31,1.48,1.1,0.77,0.98,0.68",False
오상자이엘,053980,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",CATIA Solution,2002-04-09,12월,"이국래,김선기(각자 대표이사)",http://www.osangjaiel.co.kr,인천광역시,053980,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=053980,"-11.88,6.03,0.42,-7.99,-2.56",-25,"37.0,-1.0,-39.57,56.24,-15.47",-15,"7.72,7.21,4.34,7.36,6.39",15,"8.88,1.73,7.42,11.07,14.96",13,"49.02,38.22,46.99,47.21,46.37",-15,-27,99000000000,GR3,8.69,"25.73,173.83,28.53,19.02,8.69",1.22,"25.73,173.83,28.53,19.02,8.69,2.09,2.84,2.01,1.99,1.22",False
오성첨단소재,052420,KOSDAQ,플라스틱제품 제조업,"보호, 기능성 필름",2001-08-07,12월,이장원,http://www.osungam.com,전라북도,052420,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=052420,"-1.13,11.78,-1.33,25.15,48.98",19,"14.08,39.36,-65.74,383.09,170.32",26,"5.07,6.33,2.2,8.48,15.38",14,"1.45,1.41,-5.68,-4.3,-0.29",-3,"43.94,43.11,50.78,51.82,38.65",-15,41,155100000000,GR3,-260.7,"88.08,71.36,-15.66,-17.51,-260.7",0.72,"88.08,71.36,-15.66,-17.51,-260.7,1.25,0.98,0.91,0.75,0.72",False
오션브릿지,241790,KOSDAQ,특수 목적용 기계 제조업,"반도체 케미칼 및 특수가스, 반도체 장비",2016-12-01,12월,이석규,http://	http://www.oceanbridge.co.kr,경기도,241790,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=241790,"7.48,37.35,59.38,-61.01,230.11",19,"35.79,-6.39,146.9,-81.23,457.69",9,"18.8,12.81,19.85,9.55,16.14",11,"15.22,18.29,16.69,15.77,17.8",10,"13.37,22.09,28.68,44.61,68.28",-15,34,141000000000,GR3,7.62,"16.0,10.33,12.46,12.17,7.62",1.25,"16.0,10.33,12.46,12.17,7.62,2.28,1.74,1.93,1.78,1.25",False
오이솔루션,138080,KOSDAQ,통신 및 방송 장비 제조업,광트랜시버,2014-02-27,12월,박용관,http://www.oesolution.com,광주광역시,138080,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=138080,"44.78,-33.55,-9.78,-11.96,27.17",-9,"463.37,-65.27,-299.66,17.19,76.54",11,"13.08,6.84,-15.13,-14.24,-2.63",-1,"11.68,10.05,9.38,7.1,2.7",13,"34.15,29.58,26.7,30.36,29.17",-15,-1,237900000000,GR2,58.59,"27.93,25.13,25.87,30.36,58.59",1.57,"27.93,25.13,25.87,30.36,58.59,3.12,2.43,2.33,2.09,1.57",False
오킨스전자,080580,KOSDAQ,전자부품 제조업,반도체 검사용 소켓,2014-12-24,12월,전진국,http://www.okins.co.kr,경기도,080580,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=080580,"34.73,1.12,15.43,-16.52,28.0",14,"490.23,-35.75,51.51,-22.91,129.53",9,"6.12,3.89,5.11,4.72,8.46",15,"1.84,4.39,5.79,6.2,7.31",15,"126.2,125.12,116.94,120.9,127.8",10,63,379200000000,GR2,146.38,"609.23,329.6,249.4,181.23,146.38",10.2,"609.23,329.6,249.4,181.23,146.38,10.64,13.33,13.41,10.44,10.2",False
오픈베이스,049480,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","트래픽솔루션(웹스위치,트래픽서버)",2001-01-09,12월,송규헌,http://www.openbase.co.kr,서울특별시,049480,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=049480,"70.13,16.04,110.75,-69.35,93.87",19,"193.17,134.23,5.04,-55.1,179.24",15,"3.37,6.81,3.39,4.97,7.16",15,"7.08,10.47,6.8,9.35,10.75",13,"64.68,73.52,97.91,54.25,67.8",-15,47,91900000000,GR3,11.19,"38.44,14.92,26.37,20.32,11.19",1.14,"38.44,14.92,26.37,20.32,11.19,2.6,1.47,1.72,1.8,1.14",False
옵투스제약,131030,KOSDAQ,의약품 제조업,티어린프리점안액,2010-12-03,12월,박은영,http://www.dhpkorea.co.kr,충청북도,131030,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=131030,"1.71,-0.03,-7.0,7.88,1.16",-5,"40.03,20.94,-36.9,14.44,-57.63",-7,"19.39,23.46,15.92,16.88,7.07",10,"7.65,7.83,8.04,8.41,7.43",15,"10.65,10.43,10.25,11.07,10.31",-15,-2,112400000000,GR3,10.83,"15.49,12.37,11.34,11.9,10.83",0.75,"15.49,12.37,11.34,11.9,10.83,1.11,0.91,0.85,0.92,0.75",False
