Name,Symbol,Market,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,code,url,매출액증가율_list,매출액증가율_score,영업이익증가율_list,영업이익증가율_score,영업이익률_list,영업이익률_score,ROE_list,ROE_score,부채비율_list,부채비율_score,total_score,total_price,total_price_group,PER,PER_list,PBR,PBR_list,score_drop
고려산업,002140,KOSPI,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,"전장열, 김영교(각자 대표이사)",http://www.hafeed.co.kr,부산광역시,002140,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002140,"6.1,-6.79,12.79,6.26,9.16",10,"114.34,-36.84,-161.21,134.58,39.23",15,"5.22,3.54,-1.92,0.63,0.8",10,"8.56,6.88,4.32,4.87,-1.5",9,"120.41,131.86,123.32,131.17,172.29",9,53,153300000000,GR3,-125.54,"12.49,11.96,16.07,17.68,-125.54",1.89,"12.49,11.96,16.07,17.68,-125.54,1.01,0.79,0.67,0.83,1.89",False
고려시멘트,198440,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘",2014-08-13,12월,구희택,http://koreacement.co.kr,전라남도,198440,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=198440,"-27.26,39.38,-37.86,32.59,-17.02",-9,"-151.48,423.79,-84.69,-3.07,-375.17",-33,"-7.72,17.94,4.42,3.23,-10.71",4,"6.25,7.28,5.39,4.43,3.78",15,"23.81,22.23,20.14,25.29,22.82",-15,-38,114000000000,GR3,40.78,"22.59,24.6,24.68,26.54,40.78",1.38,"22.59,24.6,24.68,26.54,40.78,1.37,1.73,1.3,1.05,1.38",False
고려신용정보,049720,KOSDAQ,기타 사업지원 서비스업,"채권추심, 신용조사",2002-01-31,12월,윤태훈,http://www.koryoinfo.co.kr,서울특별시,049720,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=049720,"3.9,-3.59,3.97,-3.36,4.14",-9,"10.41,-21.77,104.41,-37.58,7.07",-2,"8.24,6.69,13.15,8.49,8.73",14,"43.18,41.4,31.62,31.59,29.11",5,"136.28,142.98,145.93,151.56,140.39",9,17,169400000000,GR3,17.25,"12.25,12.4,12.35,12.75,17.25",4.52,"12.25,12.4,12.35,12.75,17.25,4.48,4.55,3.58,3.6,4.52",False
고려아연,010130,KOSPI,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,"최윤범, 노진수, 백순흠",http://www.koreazinc.co.kr,서울특별시,010130,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=010130,"7.95,1.65,23.67,-10.87,7.13",5,"1.14,-2.66,8.09,-0.9,33.89",1,"11.49,11.01,9.62,10.7,13.37",11,"10.41,10.56,11.07,10.48,11.41",10,"21.37,23.05,28.83,33.38,33.07",-15,12,12473000000000,GR0,10.8,"11.26,12.58,11.95,14.62,10.8",1.11,"11.26,12.58,11.95,14.62,10.8,1.07,1.2,1.19,1.39,1.11",False
고려제강,002240,KOSPI,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",1976-05-25,12월,"이이문, 주종대 (각자대표)",http://www.kiswire.com,부산광역시,002240,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002240,"4.92,-7.2,23.63,7.15,6.5",13,"17.73,-19.97,20.9,87.97,-26.61",2,"6.49,5.59,5.47,9.6,6.61",15,"6.05,8.25,9.0,9.47,9.12",15,"52.04,51.43,51.04,51.61,53.1",-15,30,465700000000,GR1,3.47,"6.83,5.95,3.45,3.58,3.47",0.3,"6.83,5.95,3.45,3.58,3.47,0.4,0.47,0.29,0.32,0.3",False
고려제약,014570,KOSDAQ,의약품 제조업,"하벤(종합감기약),뉴로메드(치매치료제)등",2000-12-07,12월,"박해룡, 박상훈 (각자대표)",http://www.nicepharma.com,경기도,014570,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=014570,"-1.86,8.95,22.03,-14.87,3.85",1,"-58.42,67.14,127.71,-28.62,-22.68",-15,"7.56,11.6,21.64,18.14,13.51",10,"10.26,10.26,12.26,12.64,12.85",10,"16.85,18.42,15.55,17.71,15.33",-15,-9,86700000000,GR3,8.22,"17.33,14.28,10.86,10.66,8.22",1.0,"17.33,14.28,10.86,10.66,8.22,1.7,1.4,1.26,1.27,1.0",False
고영,098460,KOSDAQ,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비,2008-06-03,12월,고광일,http://www.kohyoung.com,서울특별시,098460,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=098460,"14.41,-7.95,-4.06,15.03,-4.58",-20,"22.47,-10.23,-3.38,15.37,-17.41",-19,"17.17,16.74,16.86,16.91,14.64",10,"7.52,11.52,15.04,14.95,15.69",11,"26.09,31.11,31.36,36.24,28.8",-15,-33,940500000000,GR0,22.35,"85.44,44.3,41.1,32.9,22.35",3.25,"85.44,44.3,41.1,32.9,22.35,6.17,4.8,5.71,4.57,3.25",False
골든센츄리,900280,KOSDAQ,기타 금융업,트랙터용 휠 및 타이어,2016-10-19,12월,주승화,http://www.jsj-wheel.co.kr,케이맨 제도,900280,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=900280,"10.6,-26.17,-39.71,9.21,5.76",-4,"23.36,-43.45,-90.94,242.02,-32.76",-15,"25.13,19.25,2.89,9.05,5.76",12,"7.86,6.46,5.92,4.09,3.19",15,"13.82,12.8,11.42,13.3,13.06",-15,-7,74500000000,GR3,6.64,"3.98,3.87,3.81,5.64,6.64",0.2,"3.98,3.87,3.81,5.64,6.64,0.32,0.25,0.21,0.22,0.2",False
골프존,215000,KOSDAQ,소프트웨어 개발 및 공급업,골프시뮬레이터,2015-04-03,12월,"최덕형, 박강수",http://www.golfzon.com,서울특별시,215000,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=215000,"6.43,16.33,-8.92,37.29,-4.96",-7,"5.55,23.84,-67.63,321.3,-10.05",-5,"28.38,30.21,10.74,32.95,31.19",6,"26.9,31.37,29.79,34.84,35.61",5,"62.87,57.35,65.67,70.07,60.42",-15,-16,812000000000,GR0,7.92,"13.62,11.14,14.37,10.52,7.92",2.45,"13.62,11.14,14.37,10.52,7.92,3.33,3.1,3.81,3.21,2.45",False
골프존뉴딘홀딩스,121440,KOSDAQ,상품 중개업,골프시뮬레이터,2011-05-20,12월,최덕형,http://company.golfzon.com,서울특별시,121440,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=121440,"5.67,64.02,0.08,-18.46,13.21",8,"3851.03,149.05,0.28,-66.12,142.63",15,"14.41,21.88,21.92,9.11,19.53",9,"7.63,9.96,12.23,25.23,26.5",10,"72.73,68.67,66.02,56.22,60.67",-15,27,284800000000,GR2,2.51,"8.72,8.06,6.51,2.84,2.51",0.59,"8.72,8.06,6.51,2.84,2.51,0.65,0.77,0.75,0.64,0.59",False
광동제약,009290,KOSPI,의약품 제조업,"의약품,식음료 제조,도매",1989-11-17,12월,최성원,http://www.ekdp.com,서울특별시,009290,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=009290,"13.16,5.29,2.95,-13.45,15.87",5,"8.06,62.2,-17.46,-27.21,15.05",-4,"2.76,4.26,3.41,2.87,2.85",15,"6.91,2.18,4.92,5.17,5.28",15,"67.81,67.54,67.64,59.82,67.4",-15,16,350100000000,GR2,12.51,"14.68,39.46,16.22,15.49,12.51",0.51,"14.68,39.46,16.22,15.49,12.51,0.77,0.67,0.61,0.61,0.51",False
광명전기,017040,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,12월,"이재광,조광식",http://www.kmec.co.kr,경기도,017040,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=017040,"25.0,34.46,52.64,-25.61,-23.21",-9,"-357.21,251.32,95.38,1.32,-106.68",1,"-3.34,3.76,4.81,6.55,-0.57",5,"3.3,4.36,5.54,7.55,5.73",15,"46.89,45.85,47.59,41.31,43.06",-15,-3,124500000000,GR3,22.27,"44.34,32.19,19.14,15.34,22.27",1.24,"44.34,32.19,19.14,15.34,22.27,1.44,1.37,1.03,1.12,1.24",False
광전자,017900,KOSPI,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16,12월,이석렬,http://www.auk.co.kr,전라북도,017900,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=017900,"2.1,2.85,-7.89,-1.62,4.56",-13,"648.36,-14.3,-127.8,537.44,-21.37",-15,"8.98,7.49,-2.26,10.04,7.55",9,"-5.2,-1.98,5.39,6.2,9.4",3,"19.94,19.12,13.41,14.16,13.07",-15,-31,137900000000,GR3,6.56,"-14.17,-39.1,17.1,12.97,6.56",0.52,"-14.17,-39.1,17.1,12.97,6.56,0.66,0.68,0.78,0.68,0.52",False
광주신세계,037710,KOSPI,종합 소매업,백화점,2002-02-07,12월,이동훈,http://www.gjshinsegae.com,광주광역시,037710,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=037710,"3.12,-4.95,26.53,-14.14,13.98",2,"6.19,-16.36,60.65,-23.9,26.13",7,"35.66,31.38,39.84,35.31,39.08",5,"6.78,7.06,7.26,7.39,7.71",15,"11.9,12.82,14.28,14.38,12.56",-15,14,259600000000,GR2,4.76,"6.65,6.24,5.53,5.67,4.76",0.35,"6.65,6.24,5.53,5.67,4.76,0.44,0.43,0.39,0.41,0.35",False
교보9호스팩,331520,KOSDAQ,금융 지원 서비스업,기업인수합병,2019-10-29,12월,양규응,,서울특별시,331520,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=331520,"nan,nan,nan,nan,nan",-45,"47.8,-52.82,-2.02,-24.79,-200.36",-39,"nan,nan,nan,nan,nan",-10,"-0.46,-0.6,-0.56,-0.47,-0.76",-15,"21.88,21.98,22.16,22.26,22.4",-15,-124,8800000000,GR3,-163.70,"-248.23,-194.40,-203.08,-243.14,-163.70",1.25,"-248.23,-194.40,-203.08,-243.14,-163.70,1.15,1.17,1.14,1.16,1.25",False
구영테크,053270,KOSDAQ,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,2002-02-07,12월,이희화,http://www.guyoungtech.com,대구광역시,053270,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=053270,"-9.66,-20.17,27.86,13.31,12.59",18,"-14.36,-171.69,287.18,-12.35,-6.03",-27,"2.76,-2.48,3.63,2.81,2.34",10,"8.13,6.96,3.79,2.94,0.38",15,"180.69,187.09,192.23,201.07,197.31",5,21,84800000000,GR3,307.83,"18.31,18.49,31.92,36.0,307.83",1.03,"18.31,18.49,31.92,36.0,307.83,1.36,1.16,1.08,0.96,1.03",False
국도화학,007690,KOSPI,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05,12월,"이시창, 허연진",http://www.kukdo.com,서울특별시,007690,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=007690,"41.84,-7.31,1.88,0.04,5.99",9,"196.39,-27.52,-22.78,-18.62,31.21",-9,"17.7,13.84,10.49,8.54,10.57",11,"16.5,20.13,23.53,24.75,20.05",6,"101.18,89.82,73.8,85.92,92.34",-10,7,461300000000,GR1,2.95,"4.94,4.32,2.88,2.86,2.95",0.5,"4.94,4.32,2.88,2.86,2.95,0.71,0.83,0.61,0.61,0.5",False
국보디자인,066620,KOSDAQ,실내건축 및 건축마무리 공사업,인테리어디자인,2002-09-05,12월,"황창연, 이영준 (각자 대표이사)",http://www.ikukbo.com,서울특별시,066620,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=066620,"7.27,-15.52,29.23,-12.45,14.0",2,"-22.14,-34.64,79.1,-0.81,-3.96",-27,"7.51,5.81,8.05,9.12,7.68",15,"12.96,12.56,9.93,9.97,11.5",12,"55.82,54.68,51.82,52.64,53.48",-15,-13,127500000000,GR3,5.87,"10.18,7.31,8.06,8.35,5.87",0.6,"10.18,7.31,8.06,8.35,5.87,1.07,0.74,0.63,0.66,0.6",False
국순당,043650,KOSDAQ,알코올음료 제조업,탁주 및 약주,2000-08-24,12월,배상민,http://www.ksdb.co.kr,강원도,043650,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=043650,"-3.6,20.88,-2.72,11.14,-2.28",-13,"-11.71,46.95,-52.84,146.81,-18.2",-9,"13.37,16.25,7.88,17.5,14.64",11,"10.57,10.94,9.34,9.4,5.32",13,"8.74,9.34,10.03,11.32,8.8",-15,-13,149800000000,GR3,12.48,"6.9,6.42,7.57,8.2,12.48",0.57,"6.9,6.42,7.57,8.2,12.48,0.61,0.58,0.6,0.65,0.57",False
국일신동,060480,KOSDAQ,1차 비철금속 제조업,황동봉,2014-12-29,12월,"김연경,손장원 (각자대표)",http://www.kukilmetal.com,경기도,060480,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=060480,"-8.74,-2.64,31.55,13.57,-45.84",-7,"-55.42,-35.25,-77.18,1105.86,-0.33",-21,"3.64,2.42,0.42,4.46,8.2",15,"2.15,2.81,1.83,2.04,2.92",15,"10.92,10.7,11.58,12.75,12.36",-15,-13,37300000000,GR3,23.06,"56.04,33.37,47.89,44.96,23.06",0.67,"56.04,33.37,47.89,44.96,23.06,1.19,0.93,0.87,0.92,0.67",False
국제약품,002720,KOSPI,의약품 제조업,"항생제,안약,제약 제조,도매",1975-12-27,12월,"남영우,남태훈,안재만",http://www.kukjepharm.co.kr,경기도,002720,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002720,"8.19,0.7,10.28,1.06,-3.04",-2,"-80.72,252.12,-586.73,180.01,-50.15",-9,"0.76,2.66,-11.75,9.3,4.78",10,"-2.77,-2.55,-2.24,-0.37,1.11",-9,"103.94,101.44,103.8,106.52,102.29",10,0,106200000000,GR3,125.68,"-75.62,-70.96,-76.02,-422.02,125.68",1.33,"-75.62,-70.96,-76.02,-422.02,125.68,2.05,1.77,1.65,1.51,1.33",False
그리티,204020,KOSDAQ,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)",2018-07-23,12월,문영우,http://www.gritees.com,서울특별시,204020,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=204020,"65.38,-7.11,-26.72,15.66,64.48",11,"147.84,-210.02,-295.75,107.1,546.21",15,"3.41,-4.04,-21.84,1.34,5.27",5,"-3.12,-4.54,-9.88,-6.58,-4.45",-15,"31.82,29.62,29.97,36.79,37.12",-15,1,63000000000,GR3,-19.61,"-37.86,-18.72,-7.78,-13.68,-19.61",0.9,"-37.86,-18.72,-7.78,-13.68,-19.61,1.17,0.85,0.79,0.91,0.9",False
그린케미칼,083420,KOSPI,기타 화학제품 제조업,"비이온계면활성제 제조,도매",2005-10-20,12월,양준화,http://www.korgc.com,충청남도,083420,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=083420,"-7.36,26.26,8.58,16.91,-13.35",-1,"10.31,48.85,31.71,-15.97,-16.12",-10,"6.41,7.56,9.17,6.59,6.38",15,"9.5,11.29,13.46,15.48,16.37",11,"69.59,72.34,71.56,74.88,65.74",-15,0,206800000000,GR2,8.52,"26.59,19.38,13.97,13.27,8.52",1.28,"26.59,19.38,13.97,13.27,8.52,2.4,2.05,1.75,1.9,1.28",False
극동유화,014530,KOSPI,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,"장홍선, 장선우 (각자대표)",http://www.kdoc.co.kr,경상남도,014530,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=014530,"39.64,5.53,6.32,-0.96,13.79",6,"30.76,-16.3,-3.54,45.91,28.75",15,"2.43,1.92,1.75,2.57,2.91",15,"5.24,6.78,6.49,7.92,8.8",15,"78.16,77.19,76.81,81.75,79.27",-15,36,133300000000,GR3,7.99,"19.54,13.21,12.08,10.05,7.99",0.66,"19.54,13.21,12.08,10.05,7.99,0.97,0.84,0.74,0.75,0.66",False
글로벌에스엠,900070,KOSDAQ,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",2009-12-23,12월,나윤복,http://www.globalsmtech.com,케이맨 제도,900070,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=900070,"-2.48,11.67,-12.64,14.41,-6.64",-15,"-45.61,111.72,-52.46,12.39,24.24",17,"5.13,9.73,5.3,5.2,6.92",15,"4.53,4.48,1.0,0.01,1.32",15,"43.37,39.85,37.24,40.12,38.67",-15,17,39300000000,GR3,34.43,"16.7,14.19,60.45,4632.86,34.43",0.43,"16.7,14.19,60.45,4632.86,34.43,0.73,0.61,0.58,0.53,0.43",False
금강공업,014280,KOSPI,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,"전장열, 이범호 (각자 대표이사)",http://www.kumkangkind.com,부산광역시,014280,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=014280,"11.06,-0.76,-0.57,19.56,-2.17",-20,"73.0,2.53,-58.67,231.37,-18.0",-7,"5.82,6.02,2.5,6.93,5.81",15,"2.65,0.92,6.8,8.86,9.29",15,"119.43,125.29,124.65,126.79,135.7",10,13,202900000000,GR2,7.24,"31.42,85.22,11.69,10.79,7.24",0.59,"31.42,85.22,11.69,10.79,7.24,0.77,0.72,0.69,0.84,0.59",False
금강철강,053260,KOSDAQ,1차 철강 제조업,"냉연압연강판, 산세코일",2002-01-04,12월,"주광남, 주성호(각자 대표)",http://www.kksteel.co.kr,서울특별시,053260,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=053260,"-2.06,6.58,-3.31,5.99,9.38",-1,"38.62,-39.93,-18.34,6.53,24.87",7,"5.62,3.17,2.67,2.69,3.07",15,"5.62,7.23,8.84,8.02,7.39",15,"29.06,29.61,26.18,39.16,28.66",-15,21,140400000000,GR3,14.64,"20.71,11.37,9.34,15.43,14.64",0.92,"20.71,11.37,9.34,15.43,14.64,0.98,0.69,0.69,1.04,0.92",False
금비,008870,KOSPI,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,09월,고기영,http://www.e-kumbi.co.kr,경기도,008870,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=008870,"13.54,-6.14,-2.04,-2.56,8.66",-20,"-14.07,-111.5,429.6,-138.37,326.68",3,"5.42,-0.66,2.23,-0.88,1.84",5,"2.56,3.62,-0.02,-1.83,-3.11",-3,"105.11,108.73,113.24,107.62,108.28",10,-5,92100000000,GR3,-21.87,"31.48,19.24,-3114.06,-35.53,-21.87",0.57,"31.48,19.24,-3114.06,-35.53,-21.87,0.63,0.55,0.51,0.53,0.57",False
금양,001570,KOSPI,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조",1976-12-17,12월,류광지,http://www.kyc.co.kr,부산광역시,001570,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=001570,"3.09,3.4,14.87,-12.49,12.34",7,"-40.49,-35.6,152.34,8.49,-12.87",-11,"4.72,2.94,6.46,8.01,6.21",15,"-0.89,1.11,13.56,12.29,13.55",6,"185.65,208.79,168.15,138.82,149.67",7,24,658200000000,GR0,15.93,"-351.68,241.55,17.5,16.8,15.93",1.8,"-351.68,241.55,17.5,16.8,15.93,2.75,2.42,1.94,1.77,1.8",False
금호건설,002990,KOSPI,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",1976-06-26,12월,서재환,http://www.kumhoenc.com,전라남도,002990,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002990,"28.69,-0.5,12.27,-30.51,33.24",6,"57.3,-2.31,-42.12,-24.73,35.68",-9,"6.61,6.49,3.35,3.62,3.69",15,"17.03,19.46,28.4,24.87,18.31",8,"223.61,144.65,165.92,174.02,206.98",6,26,305600000000,GR2,3.02,"6.31,4.42,2.89,3.01,3.02",0.5,"6.31,4.42,2.89,3.01,3.02,0.93,0.64,0.64,0.6,0.5",False
금호석유,011780,KOSPI,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",1988-01-22,12월,백종훈,http://www.kkpc.com,서울특별시,011780,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=011780,"18.58,1.69,-2.88,1.25,2.04",4,"23.04,-17.03,-33.59,8.13,-21.18",-23,"34.27,27.96,19.12,20.42,15.77",7,"40.91,48.6,47.76,42.61,33.15",5,"64.55,59.14,59.67,61.18,47.63",-15,-22,3893000000000,GR0,2.96,"5.19,3.38,2.83,2.78,2.96",0.71,"5.19,3.38,2.83,2.78,2.96,1.47,1.1,0.92,0.83,0.71",False
금호에이치티,214330,KOSPI,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,2015-11-11,12월,"김진곤, 김두인(각자대표)",http://www.kumhoht.co.kr,광주광역시,214330,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=214330,"-0.42,-11.72,10.39,9.14,-6.97",-14,"37.33,-23.02,-126.08,134.48,292.11",15,"4.69,4.09,-0.97,0.3,1.29",10,"-1.28,-0.07,-6.25,-6.79,-8.5",-15,"47.33,30.23,30.78,31.68,27.59",-15,-19,214800000000,GR2,-9.92,"-99.05,-1906.32,-16.6,-13.98,-9.92",0.76,"-99.05,-1906.32,-16.6,-13.98,-9.92,1.23,1.3,1.21,0.95,0.76",False
금화피에스시,036190,KOSDAQ,전기 및 통신 공사업,"설비,철물,전기,강구조물",2000-12-26,12월,"김성기,김경태(각자대표)",http://www.geumhwa.co.kr,서울특별시,036190,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=036190,"39.65,-36.1,6.14,-8.05,78.45",3,"253.1,-26.26,-124.48,239.07,326.46",15,"17.69,20.41,-4.71,7.12,17.02",6,"9.15,12.0,8.72,8.54,8.43",14,"16.55,12.51,12.16,15.28,16.26",-15,23,184500000000,GR3,7.79,"8.77,6.05,8.26,8.65,7.79",0.63,"8.77,6.05,8.26,8.65,7.79,0.77,0.68,0.69,0.71,0.63",False
기산텔레콤,035460,KOSDAQ,통신 및 방송 장비 제조업,"광모듈, 에코 켄슬러, 중계기, VoIP Server등",1999-11-18,12월,박병기,http://www.kisantel.co.kr,서울특별시,035460,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=035460,"173.05,-38.73,99.72,-81.52,284.46",9,"128.21,-126.67,620.87,-204.4,177.27",9,"3.61,-1.57,4.1,-23.16,4.65",5,"-5.68,-4.84,-3.66,0.64,1.19",-3,"115.47,119.1,104.75,114.19,125.65",10,30,51400000000,GR3,156.35,"-26.37,-31.9,-32.93,271.61,156.35",1.83,"-26.37,-31.9,-32.93,271.61,156.35,1.52,1.56,1.21,1.7,1.83",False
기신정기,092440,KOSPI,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,03월,윤현도,http://www.kishin.com,인천광역시,092440,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=092440,"5.3,-12.08,8.49,4.97,5.46",7,"31.45,-56.75,17.9,-25.36,79.55",6,"12.12,5.96,6.48,4.61,7.84",14,"4.72,4.99,4.24,3.44,3.09",15,"9.11,6.2,5.71,5.93,8.86",-15,27,108600000000,GR3,13.55,"14.63,10.45,11.95,15.78,13.55",0.42,"14.63,10.45,11.95,15.78,13.55,0.68,0.51,0.5,0.54,0.42",False
기아,000270,KOSPI,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21,12월,"송호성,최준영(각자 대표이사)",http://www.kia.co.kr,서울특별시,000270,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=000270,"10.6,-3.2,-3.18,6.8,19.17",1,"38.16,-10.77,-11.45,36.71,39.07",15,"8.11,7.47,6.84,8.75,10.21",14,"11.35,14.24,14.69,14.49,15.08",10,"97.76,90.91,91.48,95.69,91.74",-15,25,32226300000000,GR0,5.92,"10.46,7.36,7.0,6.3,5.92",0.82,"10.46,7.36,7.0,6.3,5.92,1.11,0.96,0.94,0.85,0.82",False
까뮤이앤씨,013700,KOSPI,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,12월,"손병재, 이은규 (각자 대표이사)",http://www.camusenc.com,경기도,013700,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=013700,"10.76,1.6,26.43,-14.99,28.56",16,"-313.83,127.35,-477.11,56.78,-1.83",-9,"-5.99,1.61,-4.81,-2.45,-1.94",-5,"1.5,-0.99,-3.32,-4.99,-3.35",-9,"108.92,101.66,97.4,103.9,111.92",5,-2,99300000000,GR3,-28.63,"101.27,-149.81,-42.66,-29.96,-28.63",0.86,"101.27,-149.81,-42.66,-29.96,-28.63,1.46,1.44,1.28,1.36,0.86",False
깨끗한나라,004540,KOSPI,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입",1975-06-25,12월,"최현수, 김민환",http://www.kleannara.com,서울특별시,004540,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=004540,"2.72,1.94,8.81,2.71,0.19",15,"-42.96,-53.1,-59.47,456.18,38.64",9,"2.71,1.25,0.46,2.51,3.48",15,"9.79,6.46,3.75,3.21,2.53",15,"164.42,164.65,160.88,168.28,180.39",5,59,131800000000,GR3,22.3,"12.7,13.47,18.42,23.37,22.3",0.55,"12.7,13.47,18.42,23.37,22.3,1.14,0.81,0.67,0.73,0.55",False
나노신소재,121600,KOSDAQ,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등",2011-02-09,12월,박장우,http://anapro.com,세종특별자치시,121600,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=121600,"-0.09,11.35,-4.85,21.48,10.58",14,"-17.44,51.07,-4.58,130.76,26.62",21,"7.57,10.27,10.3,19.57,22.41",10,"4.31,7.18,7.74,9.23,10.08",14,"14.48,21.54,21.47,23.84,15.54",-15,44,1045700000000,GR0,54.09,"84.77,64.62,101.25,76.34,54.09",4.44,"84.77,64.62,101.25,76.34,54.09,3.49,4.39,7.37,6.57,4.44",False
나노엔텍,039860,KOSDAQ,의료용 기기 제조업,의료기기 및 실험기기,2000-08-16,12월,정찬일,http://www.nanoentek.com,서울특별시,039860,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=039860,"-37.93,1.39,46.97,-4.18,-14.62",-19,"-52.84,-67.13,427.18,-3.78,-24.84",-27,"14.44,4.68,16.8,16.87,14.85",11,"13.23,14.53,14.97,11.73,11.22",10,"15.1,13.42,19.32,20.11,18.55",-15,-40,135300000000,GR3,21.4,"37.85,27.78,27.27,32.01,21.4",2.29,"37.85,27.78,27.27,32.01,21.4,4.67,3.76,3.81,3.56,2.29",False
